,Date,DISTRICT,Weather Condition
8964,2020-06-29,Jumla,Rainy
8965,2020-06-30,Jumla,Rainy
8966,2020-07-01,Jumla,Rainy
8967,2020-07-02,Jumla,Rainy
8968,2020-07-03,Jumla,Rainy
8969,2020-07-04,Jumla,Rainy
8970,2020-07-05,Jumla,Rainy
8971,2020-07-06,Jumla,Rainy
8972,2020-07-07,Jumla,Rainy
8973,2020-07-08,Jumla,Rainy
8974,2020-07-09,Jumla,Rainy
8975,2020-07-10,Jumla,Rainy
8976,2020-07-11,Jumla,Rainy
8977,2020-07-12,Jumla,Rainy
8978,2020-07-13,Jumla,Rainy
8979,2020-07-14,Jumla,Rainy
8980,2020-07-15,Jumla,Rainy
8981,2020-07-16,Jumla,Rainy
8982,2020-07-17,Jumla,Rainy
8983,2020-07-18,Jumla,Rainy
8984,2020-07-19,Jumla,Rainy
8985,2020-07-20,Jumla,Rainy
8986,2020-07-21,Jumla,Rainy
8987,2020-07-22,Jumla,Rainy
8988,2020-07-23,Jumla,Rainy
8989,2020-07-24,Jumla,Rainy
8990,2020-07-25,Jumla,Rainy
8991,2020-07-26,Jumla,Rainy
8992,2020-07-27,Jumla,Rainy
8993,2020-07-28,Jumla,Rainy
8994,2020-07-29,Jumla,Rainy
8995,2020-07-30,Jumla,Rainy
8996,2020-07-31,Jumla,Rainy
8997,2020-08-01,Jumla,Rainy
8998,2020-08-02,Jumla,Rainy
8999,2020-08-03,Jumla,Rainy
9000,2020-08-04,Jumla,Rainy
9001,2020-08-05,Jumla,Cloudy
9002,2020-08-06,Jumla,Rainy
9003,2020-08-07,Jumla,Rainy
9004,2020-08-08,Jumla,Rainy
9005,2020-08-09,Jumla,Rainy
9006,2020-08-10,Jumla,Rainy
9007,2020-08-11,Jumla,Rainy
9008,2020-08-12,Jumla,Rainy
9009,2020-08-13,Jumla,Rainy
9010,2020-08-14,Jumla,Rainy
9011,2020-08-15,Jumla,Rainy
9012,2020-08-16,Jumla,Rainy
9013,2020-08-17,Jumla,Rainy
9014,2020-08-18,Jumla,Rainy
9015,2020-08-19,Jumla,Rainy
9016,2020-08-20,Jumla,Rainy
9017,2020-08-21,Jumla,Rainy
9018,2020-08-22,Jumla,Rainy
9019,2020-08-23,Jumla,Rainy
9020,2020-08-24,Jumla,Rainy
9021,2020-08-25,Jumla,Cloudy
9022,2020-08-26,Jumla,Rainy
9023,2020-08-27,Jumla,Rainy
9024,2020-08-28,Jumla,Rainy
9025,2020-08-29,Jumla,Cloudy
9026,2020-08-30,Jumla,Cloudy
9027,2020-08-31,Jumla,Rainy
9028,2020-09-01,Jumla,Rainy
9029,2020-09-02,Jumla,Rainy
9030,2020-09-03,Jumla,Rainy
9031,2020-09-04,Jumla,Cloudy
9032,2020-09-05,Jumla,Cloudy
9033,2020-09-06,Jumla,Cloudy
9034,2020-09-07,Jumla,Cloudy
9035,2020-09-08,Jumla,Cloudy
9036,2020-09-09,Jumla,Cloudy
9037,2020-09-10,Jumla,Cloudy
9038,2020-09-11,Jumla,Cloudy
9039,2020-09-12,Jumla,Cloudy
9040,2020-09-13,Jumla,Cloudy
9041,2020-09-14,Jumla,Cloudy
9042,2020-09-15,Jumla,Cloudy
9043,2020-09-16,Jumla,Cloudy
9044,2020-09-17,Jumla,Cloudy
9045,2020-09-18,Jumla,Cloudy
9046,2020-09-19,Jumla,Cloudy
9047,2020-09-20,Jumla,Cloudy
9048,2020-09-21,Jumla,Cloudy
9049,2020-09-22,Jumla,Cloudy
9050,2020-09-23,Jumla,Cloudy
9051,2020-09-24,Jumla,Cloudy
9052,2020-09-25,Jumla,Cloudy
9053,2020-09-26,Jumla,Cloudy
9054,2020-09-27,Jumla,Cloudy
9055,2020-09-28,Jumla,Cloudy
9056,2020-09-29,Jumla,Cloudy
9057,2020-09-30,Jumla,Cloudy
9058,2020-10-01,Jumla,Cloudy
9059,2020-10-02,Jumla,Cloudy
9060,2020-10-03,Jumla,Cloudy
9061,2020-10-04,Jumla,Clear
9062,2020-10-05,Jumla,Cloudy
9063,2020-10-06,Jumla,Clear
9064,2020-10-07,Jumla,Clear
9065,2020-10-08,Jumla,Clear
9066,2020-10-09,Jumla,Clear
9067,2020-10-10,Jumla,Clear
9068,2020-10-11,Jumla,Clear
9069,2020-10-12,Jumla,Clear
9070,2020-10-13,Jumla,Clear
9071,2020-10-14,Jumla,Clear
9072,2020-10-15,Jumla,Clear
9073,2020-10-16,Jumla,Clear
9074,2020-10-17,Jumla,Clear
9075,2020-10-18,Jumla,Clear
9076,2020-10-19,Jumla,Clear
9077,2020-10-20,Jumla,Clear
9078,2020-10-21,Jumla,Clear
9079,2020-10-22,Jumla,Clear
9080,2020-10-23,Jumla,Clear
9081,2020-10-24,Jumla,Clear
9082,2020-10-25,Jumla,Clear
9083,2020-10-26,Jumla,Clear
9084,2020-10-27,Jumla,Clear
9085,2020-10-28,Jumla,Clear
9086,2020-10-29,Jumla,Clear
9087,2020-10-30,Jumla,Clear
9088,2020-10-31,Jumla,Clear
9089,2020-11-01,Jumla,Clear
9090,2020-11-02,Jumla,Clear
9091,2020-11-03,Jumla,Clear
9092,2020-11-04,Jumla,Clear
9093,2020-11-05,Jumla,Clear
9094,2020-11-06,Jumla,Clear
9095,2020-11-07,Jumla,Clear
9096,2020-11-08,Jumla,Clear
9097,2020-11-09,Jumla,Clear
9098,2020-11-10,Jumla,Clear
9099,2020-11-11,Jumla,Clear
9100,2020-11-12,Jumla,Clear
9101,2020-11-13,Jumla,Clear
9102,2020-11-14,Jumla,Clear
9103,2020-11-15,Jumla,Clear
9104,2020-11-16,Jumla,Clear
9105,2020-11-17,Jumla,Clear
9106,2020-11-18,Jumla,Clear
9107,2020-11-19,Jumla,Clear
9108,2020-11-20,Jumla,Clear
9109,2020-11-21,Jumla,Clear
9110,2020-11-22,Jumla,Clear
9111,2020-11-23,Jumla,Clear
9112,2020-11-24,Jumla,Clear
9113,2020-11-25,Jumla,Clear
9114,2020-11-26,Jumla,Clear
9115,2020-11-27,Jumla,Clear
9116,2020-11-28,Jumla,Clear
9117,2020-11-29,Jumla,Clear
9118,2020-11-30,Jumla,Clear
9119,2020-12-01,Jumla,Clear
9120,2020-12-02,Jumla,Clear
9121,2020-12-03,Jumla,Clear
9122,2020-12-04,Jumla,Clear
9123,2020-12-05,Jumla,Clear
9124,2020-12-06,Jumla,Clear
9125,2020-12-07,Jumla,Clear
9126,2020-12-08,Jumla,Clear
9127,2020-12-09,Jumla,Clear
9128,2020-12-10,Jumla,Clear
9129,2020-12-11,Jumla,Clear
9130,2020-12-12,Jumla,Clear
9131,2020-12-13,Jumla,Clear
9132,2020-12-14,Jumla,Clear
9133,2020-12-15,Jumla,Clear
9134,2020-12-16,Jumla,Clear
9135,2020-12-17,Jumla,Clear
9136,2020-12-18,Jumla,Clear
9137,2020-12-19,Jumla,Clear
9138,2020-12-20,Jumla,Clear
9139,2020-12-21,Jumla,Clear
9140,2020-12-22,Jumla,Clear
9141,2020-12-23,Jumla,Clear
9142,2020-12-24,Jumla,Clear
9143,2020-12-25,Jumla,Clear
9144,2020-12-26,Jumla,Clear
9145,2020-12-27,Jumla,Clear
9146,2020-12-28,Jumla,Clear
9147,2020-12-29,Jumla,Clear
9148,2020-12-30,Jumla,Clear
9149,2020-12-31,Jumla,Clear
9150,2020-01-01,Kabhre,Clear
9151,2020-01-02,Kabhre,Clear
9152,2020-01-03,Kabhre,Clear
9153,2020-01-04,Kabhre,Clear
9154,2020-01-05,Kabhre,Clear
9155,2020-01-06,Kabhre,Clear
9156,2020-01-07,Kabhre,Clear
9157,2020-01-08,Kabhre,Clear
9158,2020-01-09,Kabhre,Clear
9159,2020-01-10,Kabhre,Clear
9160,2020-01-11,Kabhre,Clear
9161,2020-01-12,Kabhre,Clear
9162,2020-01-13,Kabhre,Clear
9163,2020-01-14,Kabhre,Clear
9164,2020-01-15,Kabhre,Clear
9165,2020-01-16,Kabhre,Clear
9166,2020-01-17,Kabhre,Clear
9167,2020-01-18,Kabhre,Clear
9168,2020-01-19,Kabhre,Clear
9169,2020-01-20,Kabhre,Clear
9170,2020-01-21,Kabhre,Clear
9171,2020-01-22,Kabhre,Clear
9172,2020-01-23,Kabhre,Clear
9173,2020-01-24,Kabhre,Clear
9174,2020-01-25,Kabhre,Clear
9175,2020-01-26,Kabhre,Clear
9176,2020-01-27,Kabhre,Clear
9177,2020-01-28,Kabhre,Clear
9178,2020-01-29,Kabhre,Clear
9179,2020-01-30,Kabhre,Clear
9180,2020-01-31,Kabhre,Clear
9181,2020-02-01,Kabhre,Clear
9182,2020-02-02,Kabhre,Clear
9183,2020-02-03,Kabhre,Clear
9184,2020-02-04,Kabhre,Clear
9185,2020-02-05,Kabhre,Clear
9186,2020-02-06,Kabhre,Clear
9187,2020-02-07,Kabhre,Clear
9188,2020-02-08,Kabhre,Clear
9189,2020-02-09,Kabhre,Clear
9190,2020-02-10,Kabhre,Clear
9191,2020-02-11,Kabhre,Clear
9192,2020-02-12,Kabhre,Clear
9193,2020-02-13,Kabhre,Clear
9194,2020-02-14,Kabhre,Clear
9195,2020-02-15,Kabhre,Clear
9196,2020-02-16,Kabhre,Clear
9197,2020-02-17,Kabhre,Clear
9198,2020-02-18,Kabhre,Clear
9199,2020-02-19,Kabhre,Clear
9200,2020-02-20,Kabhre,Clear
9201,2020-02-21,Kabhre,Clear
9202,2020-02-22,Kabhre,Clear
9203,2020-02-23,Kabhre,Clear
9204,2020-02-24,Kabhre,Clear
9205,2020-02-25,Kabhre,Clear
9206,2020-02-26,Kabhre,Clear
9207,2020-02-27,Kabhre,Clear
9208,2020-02-28,Kabhre,Clear
9209,2020-02-29,Kabhre,Clear
9210,2020-03-01,Kabhre,Clear
9211,2020-03-02,Kabhre,Clear
9212,2020-03-03,Kabhre,Clear
9213,2020-03-04,Kabhre,Clear
9214,2020-03-05,Kabhre,Clear
9215,2020-03-06,Kabhre,Clear
9216,2020-03-07,Kabhre,Clear
9217,2020-03-08,Kabhre,Clear
9218,2020-03-09,Kabhre,Clear
9219,2020-03-10,Kabhre,Clear
9220,2020-03-11,Kabhre,Clear
9221,2020-03-12,Kabhre,Clear
9222,2020-03-13,Kabhre,Clear
9223,2020-03-14,Kabhre,Clear
9224,2020-03-15,Kabhre,Clear
9225,2020-03-16,Kabhre,Clear
9226,2020-03-17,Kabhre,Clear
9227,2020-03-18,Kabhre,Clear
9228,2020-03-19,Kabhre,Clear
9229,2020-03-20,Kabhre,Clear
9230,2020-03-21,Kabhre,Clear
9231,2020-03-22,Kabhre,Clear
9232,2020-03-23,Kabhre,Clear
9233,2020-03-24,Kabhre,Clear
9234,2020-03-25,Kabhre,Clear
9235,2020-03-26,Kabhre,Clear
9236,2020-03-27,Kabhre,Clear
9237,2020-03-28,Kabhre,Clear
9238,2020-03-29,Kabhre,Clear
9239,2020-03-30,Kabhre,Clear
9240,2020-03-31,Kabhre,Clear
9241,2020-04-01,Kabhre,Clear
9242,2020-04-02,Kabhre,Clear
9243,2020-04-03,Kabhre,Clear
9244,2020-04-04,Kabhre,Clear
9245,2020-04-05,Kabhre,Clear
9246,2020-04-06,Kabhre,Clear
9247,2020-04-07,Kabhre,Clear
9248,2020-04-08,Kabhre,Clear
9249,2020-04-09,Kabhre,Clear
9250,2020-04-10,Kabhre,Clear
9251,2020-04-11,Kabhre,Clear
9252,2020-04-12,Kabhre,Clear
9253,2020-04-13,Kabhre,Clear
9254,2020-04-14,Kabhre,Clear
9255,2020-04-15,Kabhre,Clear
9256,2020-04-16,Kabhre,Clear
9257,2020-04-17,Kabhre,Clear
9258,2020-04-18,Kabhre,Clear
9259,2020-04-19,Kabhre,Clear
9260,2020-04-20,Kabhre,Clear
9261,2020-04-21,Kabhre,Clear
9262,2020-04-22,Kabhre,Clear
9263,2020-04-23,Kabhre,Clear
9264,2020-04-24,Kabhre,Clear
9265,2020-04-25,Kabhre,Clear
9266,2020-04-26,Kabhre,Clear
9267,2020-04-27,Kabhre,Clear
9268,2020-04-28,Kabhre,Clear
9269,2020-04-29,Kabhre,Clear
9270,2020-04-30,Kabhre,Clear
9271,2020-05-01,Kabhre,Clear
9272,2020-05-02,Kabhre,Clear
9273,2020-05-03,Kabhre,Clear
9274,2020-05-04,Kabhre,Clear
9275,2020-05-05,Kabhre,Clear
9276,2020-05-06,Kabhre,Clear
9277,2020-05-07,Kabhre,Clear
9278,2020-05-08,Kabhre,Clear
9279,2020-05-09,Kabhre,Clear
9280,2020-05-10,Kabhre,Clear
9281,2020-05-11,Kabhre,Clear
9282,2020-05-12,Kabhre,Clear
9283,2020-05-13,Kabhre,Clear
9284,2020-05-14,Kabhre,Clear
9285,2020-05-15,Kabhre,Clear
9286,2020-05-16,Kabhre,Clear
9287,2020-05-17,Kabhre,Clear
9288,2020-05-18,Kabhre,Clear
9289,2020-05-19,Kabhre,Clear
9290,2020-05-20,Kabhre,Clear
9291,2020-05-21,Kabhre,Clear
9292,2020-05-22,Kabhre,Clear
9293,2020-05-23,Kabhre,Clear
9294,2020-05-24,Kabhre,Clear
9295,2020-05-25,Kabhre,Clear
9296,2020-05-26,Kabhre,Clear
9297,2020-05-27,Kabhre,Clear
9298,2020-05-28,Kabhre,Clear
9299,2020-05-29,Kabhre,Clear
9300,2020-05-30,Kabhre,Clear
9301,2020-05-31,Kabhre,Clear
9302,2020-06-01,Kabhre,Clear
9303,2020-06-02,Kabhre,Clear
9304,2020-06-03,Kabhre,Clear
9305,2020-06-04,Kabhre,Clear
9306,2020-06-05,Kabhre,Clear
9307,2020-06-06,Kabhre,Rainy
9308,2020-06-07,Kabhre,Clear
9309,2020-06-08,Kabhre,Clear
9310,2020-06-09,Kabhre,Clear
9311,2020-06-10,Kabhre,Clear
9312,2020-06-11,Kabhre,Clear
9313,2020-06-12,Kabhre,Clear
9314,2020-06-13,Kabhre,Clear
9315,2020-06-14,Kabhre,Rainy
9316,2020-06-15,Kabhre,Rainy
9317,2020-06-16,Kabhre,Rainy
9318,2020-06-17,Kabhre,Clear
9319,2020-06-18,Kabhre,Rainy
9320,2020-06-19,Kabhre,Rainy
9321,2020-06-20,Kabhre,Rainy
9322,2020-06-21,Kabhre,Rainy
9323,2020-06-22,Kabhre,Rainy
9324,2020-06-23,Kabhre,Rainy
9325,2020-06-24,Kabhre,Rainy
9326,2020-06-25,Kabhre,Rainy
9327,2020-06-26,Kabhre,Rainy
9328,2020-06-27,Kabhre,Rainy
9329,2020-06-28,Kabhre,Rainy
9330,2020-06-29,Kabhre,Rainy
9331,2020-06-30,Kabhre,Rainy
9332,2020-07-01,Kabhre,Rainy
9333,2020-07-02,Kabhre,Rainy
9334,2020-07-03,Kabhre,Rainy
9335,2020-07-04,Kabhre,Rainy
9336,2020-07-05,Kabhre,Rainy
9337,2020-07-06,Kabhre,Rainy
9338,2020-07-07,Kabhre,Rainy
9339,2020-07-08,Kabhre,Rainy
9340,2020-07-09,Kabhre,Rainy
9341,2020-07-10,Kabhre,Rainy
9342,2020-07-11,Kabhre,Rainy
9343,2020-07-12,Kabhre,Rainy
9344,2020-07-13,Kabhre,Rainy
9345,2020-07-14,Kabhre,Rainy
9346,2020-07-15,Kabhre,Rainy
9347,2020-07-16,Kabhre,Rainy
9348,2020-07-17,Kabhre,Rainy
9349,2020-07-18,Kabhre,Rainy
9350,2020-07-19,Kabhre,Rainy
9351,2020-07-20,Kabhre,Rainy
9352,2020-07-21,Kabhre,Rainy
9353,2020-07-22,Kabhre,Rainy
9354,2020-07-23,Kabhre,Rainy
9355,2020-07-24,Kabhre,Rainy
9356,2020-07-25,Kabhre,Rainy
9357,2020-07-26,Kabhre,Rainy
9358,2020-07-27,Kabhre,Rainy
9359,2020-07-28,Kabhre,Rainy
9360,2020-07-29,Kabhre,Rainy
9361,2020-07-30,Kabhre,Rainy
9362,2020-07-31,Kabhre,Rainy
9363,2020-08-01,Kabhre,Rainy
9364,2020-08-02,Kabhre,Rainy
9365,2020-08-03,Kabhre,Rainy
9366,2020-08-04,Kabhre,Rainy
9367,2020-08-05,Kabhre,Rainy
9368,2020-08-06,Kabhre,Rainy
9369,2020-08-07,Kabhre,Rainy
9370,2020-08-08,Kabhre,Rainy
9371,2020-08-09,Kabhre,Rainy
9372,2020-08-10,Kabhre,Rainy
9373,2020-08-11,Kabhre,Rainy
9374,2020-08-12,Kabhre,Rainy
9375,2020-08-13,Kabhre,Rainy
9376,2020-08-14,Kabhre,Rainy
9377,2020-08-15,Kabhre,Rainy
9378,2020-08-16,Kabhre,Rainy
9379,2020-08-17,Kabhre,Rainy
9380,2020-08-18,Kabhre,Rainy
9381,2020-08-19,Kabhre,Rainy
9382,2020-08-20,Kabhre,Rainy
9383,2020-08-21,Kabhre,Rainy
9384,2020-08-22,Kabhre,Rainy
9385,2020-08-23,Kabhre,Rainy
9386,2020-08-24,Kabhre,Rainy
9387,2020-08-25,Kabhre,Rainy
9388,2020-08-26,Kabhre,Rainy
9389,2020-08-27,Kabhre,Rainy
9390,2020-08-28,Kabhre,Rainy
9391,2020-08-29,Kabhre,Rainy
9392,2020-08-30,Kabhre,Rainy
9393,2020-08-31,Kabhre,Rainy
9394,2020-09-01,Kabhre,Cloudy
9395,2020-09-02,Kabhre,Rainy
9396,2020-09-03,Kabhre,Rainy
9397,2020-09-04,Kabhre,Rainy
9398,2020-09-05,Kabhre,Rainy
9399,2020-09-06,Kabhre,Rainy
9400,2020-09-07,Kabhre,Cloudy
9401,2020-09-08,Kabhre,Cloudy
9402,2020-09-09,Kabhre,Rainy
9403,2020-09-10,Kabhre,Rainy
9404,2020-09-11,Kabhre,Rainy
9405,2020-09-12,Kabhre,Rainy
9406,2020-09-13,Kabhre,Rainy
9407,2020-09-14,Kabhre,Rainy
9408,2020-09-15,Kabhre,Rainy
9409,2020-09-16,Kabhre,Cloudy
9410,2020-09-17,Kabhre,Cloudy
9411,2020-09-18,Kabhre,Cloudy
9412,2020-09-19,Kabhre,Cloudy
9413,2020-09-20,Kabhre,Rainy
9414,2020-09-21,Kabhre,Cloudy
9415,2020-09-22,Kabhre,Cloudy
9416,2020-09-23,Kabhre,Cloudy
9417,2020-09-24,Kabhre,Cloudy
9418,2020-09-25,Kabhre,Cloudy
9419,2020-09-26,Kabhre,Cloudy
9420,2020-09-27,Kabhre,Cloudy
9421,2020-09-28,Kabhre,Cloudy
9422,2020-09-29,Kabhre,Cloudy
9423,2020-09-30,Kabhre,Cloudy
9424,2020-10-01,Kabhre,Cloudy
9425,2020-10-02,Kabhre,Cloudy
9426,2020-10-03,Kabhre,Cloudy
9427,2020-10-04,Kabhre,Cloudy
9428,2020-10-05,Kabhre,Cloudy
9429,2020-10-06,Kabhre,Cloudy
9430,2020-10-07,Kabhre,Cloudy
9431,2020-10-08,Kabhre,Cloudy
9432,2020-10-09,Kabhre,Cloudy
9433,2020-10-10,Kabhre,Cloudy
9434,2020-10-11,Kabhre,Cloudy
9435,2020-10-12,Kabhre,Cloudy
9436,2020-10-13,Kabhre,Cloudy
9437,2020-10-14,Kabhre,Clear
9438,2020-10-15,Kabhre,Cloudy
9439,2020-10-16,Kabhre,Clear
9440,2020-10-17,Kabhre,Cloudy
9441,2020-10-18,Kabhre,Clear
9442,2020-10-19,Kabhre,Clear
9443,2020-10-20,Kabhre,Clear
9444,2020-10-21,Kabhre,Clear
9445,2020-10-22,Kabhre,Clear
9446,2020-10-23,Kabhre,Clear
9447,2020-10-24,Kabhre,Clear
9448,2020-10-25,Kabhre,Clear
9449,2020-10-26,Kabhre,Clear
9450,2020-10-27,Kabhre,Clear
9451,2020-10-28,Kabhre,Clear
9452,2020-10-29,Kabhre,Clear
9453,2020-10-30,Kabhre,Clear
9454,2020-10-31,Kabhre,Clear
9455,2020-11-01,Kabhre,Clear
9456,2020-11-02,Kabhre,Clear
9457,2020-11-03,Kabhre,Clear
9458,2020-11-04,Kabhre,Clear
9459,2020-11-05,Kabhre,Clear
9460,2020-11-06,Kabhre,Clear
9461,2020-11-07,Kabhre,Clear
9462,2020-11-08,Kabhre,Clear
9463,2020-11-09,Kabhre,Clear
9464,2020-11-10,Kabhre,Clear
9465,2020-11-11,Kabhre,Clear
9466,2020-11-12,Kabhre,Clear
9467,2020-11-13,Kabhre,Clear
9468,2020-11-14,Kabhre,Clear
9469,2020-11-15,Kabhre,Clear
9470,2020-11-16,Kabhre,Clear
9471,2020-11-17,Kabhre,Clear
9472,2020-11-18,Kabhre,Clear
9473,2020-11-19,Kabhre,Clear
9474,2020-11-20,Kabhre,Clear
9475,2020-11-21,Kabhre,Clear
9476,2020-11-22,Kabhre,Clear
9477,2020-11-23,Kabhre,Clear
9478,2020-11-24,Kabhre,Clear
9479,2020-11-25,Kabhre,Clear
9480,2020-11-26,Kabhre,Clear
9481,2020-11-27,Kabhre,Clear
9482,2020-11-28,Kabhre,Clear
9483,2020-11-29,Kabhre,Clear
9484,2020-11-30,Kabhre,Clear
9485,2020-12-01,Kabhre,Clear
9486,2020-12-02,Kabhre,Clear
9487,2020-12-03,Kabhre,Clear
9488,2020-12-04,Kabhre,Clear
9489,2020-12-05,Kabhre,Clear
9490,2020-12-06,Kabhre,Clear
9491,2020-12-07,Kabhre,Clear
9492,2020-12-08,Kabhre,Clear
9493,2020-12-09,Kabhre,Clear
9494,2020-12-10,Kabhre,Clear
9495,2020-12-11,Kabhre,Clear
9496,2020-12-12,Kabhre,Clear
9497,2020-12-13,Kabhre,Clear
9498,2020-12-14,Kabhre,Clear
9499,2020-12-15,Kabhre,Clear
9500,2020-12-16,Kabhre,Clear
9501,2020-12-17,Kabhre,Clear
9502,2020-12-18,Kabhre,Clear
9503,2020-12-19,Kabhre,Clear
9504,2020-12-20,Kabhre,Clear
9505,2020-12-21,Kabhre,Clear
9506,2020-12-22,Kabhre,Clear
9507,2020-12-23,Kabhre,Clear
9508,2020-12-24,Kabhre,Clear
9509,2020-12-25,Kabhre,Clear
9510,2020-12-26,Kabhre,Clear
9511,2020-12-27,Kabhre,Clear
9512,2020-12-28,Kabhre,Clear
9513,2020-12-29,Kabhre,Clear
9514,2020-12-30,Kabhre,Clear
9515,2020-12-31,Kabhre,Clear
9516,2020-01-01,Kailali,Clear
9517,2020-01-02,Kailali,Clear
9518,2020-01-03,Kailali,Clear
9519,2020-01-04,Kailali,Clear
9520,2020-01-05,Kailali,Clear
9521,2020-01-06,Kailali,Clear
9522,2020-01-07,Kailali,Clear
9523,2020-01-08,Kailali,Clear
9524,2020-01-09,Kailali,Clear
9525,2020-01-10,Kailali,Clear
9526,2020-01-11,Kailali,Clear
9527,2020-01-12,Kailali,Clear
9528,2020-01-13,Kailali,Clear
9529,2020-01-14,Kailali,Clear
9530,2020-01-15,Kailali,Clear
9531,2020-01-16,Kailali,Clear
9532,2020-01-17,Kailali,Clear
9533,2020-01-18,Kailali,Clear
9534,2020-01-19,Kailali,Clear
9535,2020-01-20,Kailali,Clear
9536,2020-01-21,Kailali,Clear
9537,2020-01-22,Kailali,Clear
9538,2020-01-23,Kailali,Clear
9539,2020-01-24,Kailali,Clear
9540,2020-01-25,Kailali,Clear
9541,2020-01-26,Kailali,Clear
9542,2020-01-27,Kailali,Clear
9543,2020-01-28,Kailali,Clear
9544,2020-01-29,Kailali,Clear
9545,2020-01-30,Kailali,Clear
9546,2020-01-31,Kailali,Clear
9547,2020-02-01,Kailali,Clear
9548,2020-02-02,Kailali,Clear
9549,2020-02-03,Kailali,Clear
9550,2020-02-04,Kailali,Clear
9551,2020-02-05,Kailali,Clear
9552,2020-02-06,Kailali,Clear
9553,2020-02-07,Kailali,Clear
9554,2020-02-08,Kailali,Clear
9555,2020-02-09,Kailali,Clear
9556,2020-02-10,Kailali,Clear
9557,2020-02-11,Kailali,Clear
9558,2020-02-12,Kailali,Clear
9559,2020-02-13,Kailali,Clear
9560,2020-02-14,Kailali,Clear
9561,2020-02-15,Kailali,Clear
9562,2020-02-16,Kailali,Clear
9563,2020-02-17,Kailali,Clear
9564,2020-02-18,Kailali,Clear
9565,2020-02-19,Kailali,Clear
9566,2020-02-20,Kailali,Clear
9567,2020-02-21,Kailali,Clear
9568,2020-02-22,Kailali,Clear
9569,2020-02-23,Kailali,Clear
9570,2020-02-24,Kailali,Clear
9571,2020-02-25,Kailali,Clear
9572,2020-02-26,Kailali,Clear
9573,2020-02-27,Kailali,Clear
9574,2020-02-28,Kailali,Clear
9575,2020-02-29,Kailali,Clear
9576,2020-03-01,Kailali,Clear
9577,2020-03-02,Kailali,Clear
9578,2020-03-03,Kailali,Clear
9579,2020-03-04,Kailali,Clear
9580,2020-03-05,Kailali,Clear
9581,2020-03-06,Kailali,Clear
9582,2020-03-07,Kailali,Clear
9583,2020-03-08,Kailali,Clear
9584,2020-03-09,Kailali,Clear
9585,2020-03-10,Kailali,Clear
9586,2020-03-11,Kailali,Clear
9587,2020-03-12,Kailali,Clear
9588,2020-03-13,Kailali,Clear
9589,2020-03-14,Kailali,Clear
9590,2020-03-15,Kailali,Clear
9591,2020-03-16,Kailali,Clear
9592,2020-03-17,Kailali,Clear
9593,2020-03-18,Kailali,Clear
9594,2020-03-19,Kailali,Clear
9595,2020-03-20,Kailali,Clear
9596,2020-03-21,Kailali,Clear
9597,2020-03-22,Kailali,Clear
9598,2020-03-23,Kailali,Clear
9599,2020-03-24,Kailali,Clear
9600,2020-03-25,Kailali,Clear
9601,2020-03-26,Kailali,Clear
9602,2020-03-27,Kailali,Clear
9603,2020-03-28,Kailali,Clear
9604,2020-03-29,Kailali,Clear
9605,2020-03-30,Kailali,Clear
9606,2020-03-31,Kailali,Clear
9607,2020-04-01,Kailali,Clear
9608,2020-04-02,Kailali,Clear
9609,2020-04-03,Kailali,Clear
9610,2020-04-04,Kailali,Clear
9611,2020-04-05,Kailali,Clear
9612,2020-04-06,Kailali,Clear
9613,2020-04-07,Kailali,Clear
9614,2020-04-08,Kailali,Clear
9615,2020-04-09,Kailali,Clear
9616,2020-04-10,Kailali,Clear
9617,2020-04-11,Kailali,Clear
9618,2020-04-12,Kailali,Clear
9619,2020-04-13,Kailali,Clear
9620,2020-04-14,Kailali,Clear
9621,2020-04-15,Kailali,Clear
9622,2020-04-16,Kailali,Clear
9623,2020-04-17,Kailali,Clear
9624,2020-04-18,Kailali,Clear
9625,2020-04-19,Kailali,Clear
9626,2020-04-20,Kailali,Clear
9627,2020-04-21,Kailali,Clear
9628,2020-04-22,Kailali,Clear
9629,2020-04-23,Kailali,Clear
9630,2020-04-24,Kailali,Clear
9631,2020-04-25,Kailali,Clear
9632,2020-04-26,Kailali,Clear
9633,2020-04-27,Kailali,Clear
9634,2020-04-28,Kailali,Clear
9635,2020-04-29,Kailali,Clear
9636,2020-04-30,Kailali,Clear
9637,2020-05-01,Kailali,Clear
9638,2020-05-02,Kailali,Clear
9639,2020-05-03,Kailali,Clear
9640,2020-05-04,Kailali,Clear
9641,2020-05-05,Kailali,Clear
9642,2020-05-06,Kailali,Clear
9643,2020-05-07,Kailali,Clear
9644,2020-05-08,Kailali,Clear
9645,2020-05-09,Kailali,Clear
9646,2020-05-10,Kailali,Clear
9647,2020-05-11,Kailali,Clear
9648,2020-05-12,Kailali,Clear
9649,2020-05-13,Kailali,Clear
9650,2020-05-14,Kailali,Clear
9651,2020-05-15,Kailali,Clear
9652,2020-05-16,Kailali,Clear
9653,2020-05-17,Kailali,Clear
9654,2020-05-18,Kailali,Clear
9655,2020-05-19,Kailali,Clear
9656,2020-05-20,Kailali,Clear
9657,2020-05-21,Kailali,Clear
9658,2020-05-22,Kailali,Clear
9659,2020-05-23,Kailali,Clear
9660,2020-05-24,Kailali,Clear
9661,2020-05-25,Kailali,Clear
9662,2020-05-26,Kailali,Clear
9663,2020-05-27,Kailali,Clear
9664,2020-05-28,Kailali,Clear
